Order ID,Order Date,Ship Date,Country,Segment,Product,Sales,Profit,Discount,Quantity,Year,Month,Day
1267,2022-09-24,2022-09-26,Canada,Consumer,Accessories,1792.18,-329.89,0.11,7,2022,9,24
1268,2022-09-25,2022-09-27,India,Consumer,Laptop,1744.49,597.75,0.27,3,2022,9,25
1269,2022-09-26,2022-09-28,Australia,Home Office,Printer,4894.77,259.96,0.35,6,2022,9,26
1270,2022-09-27,2022-09-29,Canada,Home Office,Accessories,4297.03,714.27,0.26,7,2022,9,27
1271,2022-09-28,2022-09-30,UK,Corporate,Phone,3535.73,277.45,0.5,2,2022,9,28
1272,2022-09-29,2022-10-01,India,Home Office,Phone,3662.58,-19.4,0.31,3,2022,9,29
1273,2022-09-30,2022-10-02,India,Corporate,Tablet,2854.16,-310.07,0.19,4,2022,9,30
1274,2022-10-01,2022-10-03,Canada,Home Office,Accessories,4740.74,129.84,0.39,6,2022,10,1
1275,2022-10-02,2022-10-04,UK,Consumer,Tablet,2531.67,-306.71,0.09,1,2022,10,2
1276,2022-10-03,2022-10-05,UK,Corporate,Laptop,1964.54,-146.21,0.19,9,2022,10,3
1277,2022-10-04,2022-10-06,Australia,Corporate,Accessories,898.87,1474.67,0.17,5,2022,10,4
1278,2022-10-05,2022-10-07,UK,Corporate,Laptop,3952.41,388.21,0.22,7,2022,10,5
1279,2022-10-06,2022-10-08,UK,Consumer,Tablet,3698.78,563.74,0.39,9,2022,10,6
1280,2022-10-07,2022-10-09,UK,Consumer,Accessories,1983.34,1247.24,0.24,9,2022,10,7
1281,2022-10-08,2022-10-10,USA,Consumer,Tablet,223.45,1491.14,0.4,1,2022,10,8
1282,2022-10-09,2022-10-11,Australia,Consumer,Accessories,4211.09,665.43,0.29,1,2022,10,9
1283,2022-10-10,2022-10-12,India,Consumer,Tablet,155.95,1124.95,0.17,3,2022,10,10
1284,2022-10-11,2022-10-13,Canada,Corporate,Phone,3548.13,153.88,0.4,6,2022,10,11
1285,2022-10-12,2022-10-14,India,Consumer,Tablet,4854.26,111.49,0.12,2,2022,10,12
1286,2022-10-13,2022-10-15,Australia,Corporate,Phone,2244.54,305.41,0.11,1,2022,10,13
1287,2022-10-14,2022-10-16,Canada,Consumer,Tablet,1251.37,845.01,0.25,1,2022,10,14
1288,2022-10-15,2022-10-17,Australia,Home Office,Accessories,3553.87,864.38,0.13,5,2022,10,15
1289,2022-10-16,2022-10-18,UK,Corporate,Accessories,4103.93,130.48,0.0,4,2022,10,16
1290,2022-10-17,2022-10-19,Canada,Home Office,Accessories,2777.51,-233.58,0.32,1,2022,10,17
1291,2022-10-18,2022-10-20,UK,Corporate,Printer,4838.47,764.79,0.26,4,2022,10,18
1292,2022-10-19,2022-10-21,India,Home Office,Laptop,353.18,-243.35,0.22,3,2022,10,19
1293,2022-10-20,2022-10-22,India,Consumer,Accessories,2573.5,656.99,0.48,2,2022,10,20
1294,2022-10-21,2022-10-23,Canada,Consumer,Phone,3620.42,886.84,0.29,9,2022,10,21
1295,2022-10-22,2022-10-24,Canada,Consumer,Accessories,4326.94,901.22,0.43,1,2022,10,22
1296,2022-10-23,2022-10-25,Australia,Corporate,Printer,978.35,1006.94,0.07,7,2022,10,23
1297,2022-10-24,2022-10-26,Australia,Home Office,Phone,4020.02,1245.72,0.28,4,2022,10,24
1298,2022-10-25,2022-10-27,UK,Consumer,Printer,2808.26,499.92,0.43,5,2022,10,25
1299,2022-10-26,2022-10-28,Canada,Home Office,Phone,2043.11,960.5,0.29,5,2022,10,26
1300,2022-10-27,2022-10-29,India,Home Office,Tablet,745.4,738.35,0.36,1,2022,10,27
1301,2022-10-28,2022-10-30,Australia,Consumer,Laptop,4339.95,-126.72,0.19,6,2022,10,28
1302,2022-10-29,2022-10-31,Australia,Consumer,Laptop,870.64,-448.62,0.05,9,2022,10,29
1303,2022-10-30,2022-11-01,India,Home Office,Printer,1617.96,69.08,0.23,2,2022,10,30
1304,2022-10-31,2022-11-02,Australia,Consumer,Laptop,1521.22,386.07,0.2,7,2022,10,31
1305,2022-11-01,2022-11-03,UK,Consumer,Printer,4369.93,734.21,0.43,6,2022,11,1
1306,2022-11-02,2022-11-04,Canada,Consumer,Printer,3396.24,1199.92,0.12,5,2022,11,2
1307,2022-11-03,2022-11-05,India,Corporate,Printer,4003.74,-107.51,0.48,4,2022,11,3
1308,2022-11-04,2022-11-06,Canada,Home Office,Laptop,1327.29,-248.9,0.48,4,2022,11,4
1309,2022-11-05,2022-11-07,Australia,Home Office,Printer,3161.88,1426.96,0.12,6,2022,11,5
1310,2022-11-06,2022-11-08,Australia,Corporate,Laptop,2901.56,-283.91,0.17,4,2022,11,6
1311,2022-11-07,2022-11-09,India,Home Office,Printer,4180.87,456.98,0.45,5,2022,11,7
1312,2022-11-08,2022-11-10,UK,Consumer,Accessories,4539.83,671.13,0.48,6,2022,11,8
1313,2022-11-09,2022-11-11,USA,Home Office,Printer,159.57,582.75,0.22,5,2022,11,9
1314,2022-11-10,2022-11-12,India,Consumer,Phone,3402.7,-327.94,0.16,7,2022,11,10
1315,2022-11-11,2022-11-13,USA,Corporate,Printer,354.0,-385.95,0.26,9,2022,11,11
1316,2022-11-12,2022-11-14,USA,Consumer,Tablet,2789.41,-289.03,0.34,7,2022,11,12
1317,2022-11-13,2022-11-15,UK,Home Office,Printer,1509.4,671.18,0.14,7,2022,11,13
1318,2022-11-14,2022-11-16,USA,Home Office,Phone,1603.21,588.69,0.37,4,2022,11,14
1319,2022-11-15,2022-11-17,USA,Home Office,Phone,1829.5,-32.52,0.03,1,2022,11,15
1320,2022-11-16,2022-11-18,UK,Corporate,Laptop,3144.33,775.55,0.02,8,2022,11,16
1321,2022-11-17,2022-11-19,USA,Corporate,Accessories,1736.84,1140.14,0.19,4,2022,11,17
1322,2022-11-18,2022-11-20,USA,Home Office,Printer,3690.23,-416.84,0.18,1,2022,11,18
1323,2022-11-19,2022-11-21,USA,Consumer,Laptop,2082.18,496.26,0.16,5,2022,11,19
1324,2022-11-20,2022-11-22,India,Corporate,Accessories,434.93,878.62,0.25,8,2022,11,20
1325,2022-11-21,2022-11-23,India,Home Office,Printer,3940.42,4.62,0.16,4,2022,11,21
1326,2022-11-22,2022-11-24,India,Home Office,Tablet,1500.22,115.54,0.1,8,2022,11,22
1327,2022-11-23,2022-11-25,UK,Corporate,Printer,2220.56,727.28,0.15,8,2022,11,23
1328,2022-11-24,2022-11-26,Australia,Corporate,Phone,3458.68,1295.87,0.49,3,2022,11,24
1329,2022-11-25,2022-11-27,USA,Corporate,Phone,1729.04,1119.85,0.21,9,2022,11,25
1330,2022-11-26,2022-11-28,USA,Consumer,Tablet,377.27,666.26,0.22,3,2022,11,26
1331,2022-11-27,2022-11-29,UK,Consumer,Laptop,1932.21,960.44,0.29,1,2022,11,27
1332,2022-11-28,2022-11-30,USA,Home Office,Accessories,4727.8,229.64,0.49,2,2022,11,28
1333,2022-11-29,2022-12-01,India,Corporate,Printer,3244.5,781.93,0.12,6,2022,11,29
1334,2022-11-30,2022-12-02,Australia,Consumer,Phone,3390.25,432.36,0.34,2,2022,11,30
1335,2022-12-01,2022-12-03,Canada,Corporate,Laptop,3198.18,-120.13,0.36,6,2022,12,1
1336,2022-12-02,2022-12-04,USA,Home Office,Tablet,1075.06,903.48,0.3,1,2022,12,2
1337,2022-12-03,2022-12-05,India,Consumer,Phone,2149.84,612.93,0.04,1,2022,12,3
1338,2022-12-04,2022-12-06,Canada,Consumer,Tablet,3779.61,217.24,0.34,5,2022,12,4
1339,2022-12-05,2022-12-07,Australia,Consumer,Printer,596.73,1322.68,0.03,9,2022,12,5
1340,2022-12-06,2022-12-08,Canada,Home Office,Accessories,1461.48,-458.13,0.3,8,2022,12,6
1341,2022-12-07,2022-12-09,India,Corporate,Phone,1453.96,131.55,0.37,3,2022,12,7
1342,2022-12-08,2022-12-10,Canada,Consumer,Phone,2216.89,-386.24,0.11,3,2022,12,8
1343,2022-12-09,2022-12-11,UK,Home Office,Printer,4903.81,1033.05,0.42,1,2022,12,9
1344,2022-12-10,2022-12-12,Canada,Corporate,Laptop,430.76,904.21,0.02,3,2022,12,10
1345,2022-12-11,2022-12-13,USA,Home Office,Accessories,2641.63,162.7,0.42,1,2022,12,11
1346,2022-12-12,2022-12-14,USA,Corporate,Phone,978.89,851.33,0.23,8,2022,12,12
1347,2022-12-13,2022-12-15,UK,Home Office,Accessories,4856.32,291.87,0.11,1,2022,12,13
1348,2022-12-14,2022-12-16,India,Corporate,Phone,655.19,1012.51,0.07,5,2022,12,14
1349,2022-12-15,2022-12-17,USA,Consumer,Accessories,2077.64,408.37,0.48,9,2022,12,15
1350,2022-12-16,2022-12-18,Australia,Corporate,Tablet,3715.64,324.56,0.04,7,2022,12,16
1351,2022-12-17,2022-12-19,USA,Home Office,Phone,3552.32,1369.46,0.1,4,2022,12,17
1352,2022-12-18,2022-12-20,USA,Home Office,Accessories,2171.37,1.76,0.17,9,2022,12,18
1353,2022-12-19,2022-12-21,India,Corporate,Laptop,1797.97,-259.11,0.31,9,2022,12,19
1354,2022-12-20,2022-12-22,Canada,Consumer,Tablet,2048.3,669.09,0.27,2,2022,12,20
1355,2022-12-21,2022-12-23,USA,Consumer,Tablet,1394.95,1438.64,0.06,6,2022,12,21
1356,2022-12-22,2022-12-24,UK,Corporate,Laptop,1106.13,255.68,0.14,4,2022,12,22
1357,2022-12-23,2022-12-25,Canada,Corporate,Accessories,2466.89,-375.93,0.12,8,2022,12,23
1358,2022-12-24,2022-12-26,Australia,Home Office,Printer,1415.82,178.61,0.11,7,2022,12,24
1359,2022-12-25,2022-12-27,India,Consumer,Laptop,1508.56,511.86,0.21,7,2022,12,25
1360,2022-12-26,2022-12-28,Australia,Corporate,Accessories,3318.1,-176.15,0.35,9,2022,12,26
1361,2022-12-27,2022-12-29,Canada,Consumer,Laptop,4845.83,816.2,0.11,5,2022,12,27
1362,2022-12-28,2022-12-30,Canada,Corporate,Laptop,3057.82,1495.5,0.18,6,2022,12,28
1363,2022-12-29,2022-12-31,Canada,Corporate,Phone,477.2,403.48,0.2,1,2022,12,29
1364,2022-12-30,2023-01-01,Australia,Consumer,Accessories,470.36,209.46,0.49,6,2022,12,30
1365,2022-12-31,2023-01-02,Canada,Corporate,Printer,4761.97,301.41,0.48,2,2022,12,31
1366,2023-01-01,2023-01-03,Australia,Corporate,Phone,1556.72,-269.71,0.4,6,2023,1,1
1367,2023-01-02,2023-01-04,Canada,Home Office,Laptop,551.13,1266.55,0.12,9,2023,1,2
1368,2023-01-03,2023-01-05,UK,Corporate,Laptop,3035.32,329.65,0.03,8,2023,1,3
1369,2023-01-04,2023-01-06,Canada,Corporate,Laptop,3155.88,274.55,0.16,9,2023,1,4
1370,2023-01-05,2023-01-07,Australia,Corporate,Accessories,3277.67,819.38,0.13,8,2023,1,5
1371,2023-01-06,2023-01-08,USA,Home Office,Accessories,1410.27,384.07,0.25,3,2023,1,6
1372,2023-01-07,2023-01-09,Canada,Consumer,Phone,174.04,796.47,0.39,8,2023,1,7
1373,2023-01-08,2023-01-10,USA,Home Office,Printer,4828.58,-377.11,0.43,6,2023,1,8
1374,2023-01-09,2023-01-11,UK,Home Office,Phone,1329.38,1127.45,0.42,6,2023,1,9
1375,2023-01-10,2023-01-12,India,Consumer,Tablet,3412.53,1381.01,0.18,6,2023,1,10
1376,2023-01-11,2023-01-13,UK,Home Office,Laptop,3562.49,797.53,0.34,3,2023,1,11
1377,2023-01-12,2023-01-14,Canada,Consumer,Laptop,3089.04,1409.13,0.16,1,2023,1,12
1378,2023-01-13,2023-01-15,USA,Home Office,Laptop,1633.25,-197.14,0.03,4,2023,1,13
1379,2023-01-14,2023-01-16,USA,Consumer,Phone,1428.37,454.83,0.35,6,2023,1,14
1380,2023-01-15,2023-01-17,Australia,Corporate,Phone,3028.57,703.61,0.0,2,2023,1,15
1381,2023-01-16,2023-01-18,USA,Home Office,Laptop,4343.87,663.47,0.2,7,2023,1,16
1382,2023-01-17,2023-01-19,Australia,Home Office,Phone,4739.0,302.92,0.16,7,2023,1,17
1383,2023-01-18,2023-01-20,India,Home Office,Accessories,618.94,176.17,0.35,4,2023,1,18
1384,2023-01-19,2023-01-21,Canada,Home Office,Accessories,858.66,-246.35,0.38,4,2023,1,19
1385,2023-01-20,2023-01-22,Australia,Corporate,Phone,4729.21,283.48,0.15,1,2023,1,20
1386,2023-01-21,2023-01-23,India,Home Office,Laptop,3709.02,-174.68,0.41,2,2023,1,21
1387,2023-01-22,2023-01-24,USA,Corporate,Phone,4426.67,968.73,0.15,9,2023,1,22
1388,2023-01-23,2023-01-25,USA,Corporate,Phone,1092.9,-82.34,0.22,8,2023,1,23
1389,2023-01-24,2023-01-26,India,Corporate,Phone,2979.17,-382.87,0.36,8,2023,1,24
1390,2023-01-25,2023-01-27,USA,Corporate,Tablet,3535.58,604.73,0.35,9,2023,1,25
1391,2023-01-26,2023-01-28,India,Consumer,Accessories,3432.55,690.46,0.49,7,2023,1,26
1392,2023-01-27,2023-01-29,Australia,Consumer,Printer,2099.94,1243.83,0.11,9,2023,1,27
1393,2023-01-28,2023-01-30,Australia,Home Office,Printer,175.43,653.96,0.33,2,2023,1,28
1394,2023-01-29,2023-01-31,India,Consumer,Tablet,2956.34,190.96,0.3,6,2023,1,29
1395,2023-01-30,2023-02-01,Australia,Consumer,Phone,1340.2,1106.02,0.46,3,2023,1,30
1396,2023-01-31,2023-02-02,Australia,Home Office,Tablet,2306.25,580.56,0.08,6,2023,1,31
1397,2023-02-01,2023-02-03,Australia,Home Office,Tablet,4792.15,-341.44,0.38,3,2023,2,1
1398,2023-02-02,2023-02-04,UK,Home Office,Laptop,2055.27,631.7,0.28,8,2023,2,2
1399,2023-02-03,2023-02-05,Canada,Consumer,Accessories,4215.03,1316.04,0.14,4,2023,2,3
1400,2023-02-04,2023-02-06,USA,Consumer,Printer,1023.85,292.63,0.24,6,2023,2,4
1401,2023-02-05,2023-02-07,UK,Home Office,Phone,3395.06,92.65,0.17,9,2023,2,5
1402,2023-02-06,2023-02-08,Australia,Corporate,Printer,4887.33,-213.06,0.29,2,2023,2,6
1403,2023-02-07,2023-02-09,India,Home Office,Printer,599.28,-197.11,0.44,2,2023,2,7
1404,2023-02-08,2023-02-10,Australia,Corporate,Accessories,140.77,365.54,0.28,7,2023,2,8
1405,2023-02-09,2023-02-11,Canada,Corporate,Printer,2224.56,691.36,0.32,2,2023,2,9
1406,2023-02-10,2023-02-12,Australia,Home Office,Printer,553.86,-338.77,0.26,2,2023,2,10
1407,2023-02-11,2023-02-13,India,Home Office,Tablet,3767.08,1379.14,0.03,4,2023,2,11
1408,2023-02-12,2023-02-14,Canada,Home Office,Accessories,4581.29,1010.27,0.12,9,2023,2,12
1409,2023-02-13,2023-02-15,Australia,Consumer,Laptop,2226.7,673.25,0.25,8,2023,2,13
1410,2023-02-14,2023-02-16,Canada,Corporate,Phone,1367.69,1156.88,0.16,2,2023,2,14
1411,2023-02-15,2023-02-17,USA,Consumer,Printer,2228.58,-339.63,0.09,8,2023,2,15
1412,2023-02-16,2023-02-18,USA,Consumer,Phone,3644.89,453.68,0.25,4,2023,2,16
1413,2023-02-17,2023-02-19,Australia,Home Office,Laptop,144.37,760.19,0.16,2,2023,2,17
1414,2023-02-18,2023-02-20,Canada,Consumer,Phone,2988.32,1157.31,0.13,7,2023,2,18
1415,2023-02-19,2023-02-21,India,Home Office,Laptop,3105.13,1066.94,0.23,6,2023,2,19
1416,2023-02-20,2023-02-22,Australia,Corporate,Tablet,3224.67,54.14,0.07,5,2023,2,20
1417,2023-02-21,2023-02-23,USA,Home Office,Printer,1285.91,1381.76,0.46,1,2023,2,21
1418,2023-02-22,2023-02-24,USA,Consumer,Laptop,3598.86,-251.31,0.43,2,2023,2,22
1419,2023-02-23,2023-02-25,Australia,Consumer,Phone,547.82,1250.27,0.35,8,2023,2,23
1420,2023-02-24,2023-02-26,Canada,Home Office,Printer,1076.42,1441.88,0.05,1,2023,2,24
1421,2023-02-25,2023-02-27,USA,Home Office,Tablet,4399.6,-145.69,0.39,3,2023,2,25
1422,2023-02-26,2023-02-28,Canada,Consumer,Printer,3719.74,944.13,0.4,2,2023,2,26
1423,2023-02-27,2023-03-01,USA,Corporate,Laptop,167.35,-419.43,0.38,5,2023,2,27
1424,2023-02-28,2023-03-02,USA,Corporate,Tablet,1317.04,310.85,0.06,4,2023,2,28
1425,2023-03-01,2023-03-03,UK,Home Office,Phone,1150.59,532.57,0.32,7,2023,3,1
1426,2023-03-02,2023-03-04,USA,Corporate,Tablet,1426.95,661.29,0.42,5,2023,3,2
1427,2023-03-03,2023-03-05,India,Consumer,Tablet,1313.04,1371.87,0.29,8,2023,3,3
1428,2023-03-04,2023-03-06,Australia,Home Office,Accessories,406.38,844.5,0.32,4,2023,3,4
1429,2023-03-05,2023-03-07,Australia,Consumer,Tablet,2348.81,462.56,0.23,6,2023,3,5
1430,2023-03-06,2023-03-08,Canada,Consumer,Tablet,3690.39,1119.35,0.26,4,2023,3,6
1431,2023-03-07,2023-03-09,USA,Corporate,Printer,3072.99,1401.07,0.02,2,2023,3,7
1432,2023-03-08,2023-03-10,India,Home Office,Phone,3397.07,-455.87,0.32,1,2023,3,8
1433,2023-03-09,2023-03-11,Canada,Home Office,Printer,497.63,1465.04,0.04,1,2023,3,9
1434,2023-03-10,2023-03-12,UK,Corporate,Printer,4762.3,-327.74,0.22,8,2023,3,10
1435,2023-03-11,2023-03-13,Canada,Consumer,Laptop,4208.61,1128.77,0.15,4,2023,3,11
1436,2023-03-12,2023-03-14,Canada,Consumer,Printer,4044.94,60.67,0.27,5,2023,3,12
1437,2023-03-13,2023-03-15,USA,Consumer,Accessories,4132.62,-235.64,0.07,8,2023,3,13
1438,2023-03-14,2023-03-16,UK,Consumer,Accessories,4670.28,379.71,0.35,7,2023,3,14
1439,2023-03-15,2023-03-17,Canada,Home Office,Laptop,2766.84,787.91,0.4,8,2023,3,15
1440,2023-03-16,2023-03-18,India,Home Office,Phone,1081.38,261.9,0.08,8,2023,3,16
1441,2023-03-17,2023-03-19,India,Corporate,Phone,3122.24,-390.87,0.05,6,2023,3,17
1442,2023-03-18,2023-03-20,Australia,Corporate,Printer,3740.12,698.92,0.07,2,2023,3,18
1443,2023-03-19,2023-03-21,UK,Home Office,Printer,3715.8,1304.81,0.44,6,2023,3,19
1444,2023-03-20,2023-03-22,UK,Home Office,Printer,2655.1,266.43,0.26,1,2023,3,20
1445,2023-03-21,2023-03-23,Australia,Consumer,Phone,435.45,-67.33,0.23,1,2023,3,21
1446,2023-03-22,2023-03-24,Canada,Consumer,Tablet,1918.45,385.15,0.05,3,2023,3,22
1447,2023-03-23,2023-03-25,UK,Corporate,Accessories,4611.76,-403.27,0.32,3,2023,3,23
1448,2023-03-24,2023-03-26,India,Home Office,Tablet,2963.8,1140.98,0.43,5,2023,3,24
1449,2023-03-25,2023-03-27,India,Corporate,Tablet,2737.83,1152.68,0.41,1,2023,3,25
1450,2023-03-26,2023-03-28,USA,Home Office,Phone,1417.38,676.0,0.31,6,2023,3,26
1451,2023-03-27,2023-03-29,UK,Consumer,Tablet,1905.4,206.21,0.04,7,2023,3,27
1452,2023-03-28,2023-03-30,Canada,Corporate,Laptop,4487.2,1099.57,0.06,3,2023,3,28
1453,2023-03-29,2023-03-31,Australia,Corporate,Printer,3365.67,609.37,0.02,4,2023,3,29
1454,2023-03-30,2023-04-01,Australia,Home Office,Laptop,3958.2,1151.86,0.13,3,2023,3,30
1455,2023-03-31,2023-04-02,Canada,Consumer,Accessories,2326.29,762.92,0.07,1,2023,3,31
1456,2023-04-01,2023-04-03,USA,Corporate,Printer,3188.21,1068.81,0.13,8,2023,4,1
1457,2023-04-02,2023-04-04,Australia,Consumer,Tablet,1317.08,697.13,0.19,2,2023,4,2
1458,2023-04-03,2023-04-05,UK,Corporate,Accessories,3556.76,328.28,0.47,1,2023,4,3
1459,2023-04-04,2023-04-06,USA,Consumer,Printer,2195.25,1415.89,0.31,8,2023,4,4
1460,2023-04-05,2023-04-07,UK,Home Office,Tablet,2268.47,582.23,0.42,7,2023,4,5
1461,2023-04-06,2023-04-08,India,Corporate,Laptop,3281.68,710.18,0.36,7,2023,4,6
1462,2023-04-07,2023-04-09,USA,Corporate,Printer,4687.78,-59.02,0.06,4,2023,4,7
1463,2023-04-08,2023-04-10,Australia,Consumer,Tablet,413.63,751.3,0.37,9,2023,4,8
1464,2023-04-09,2023-04-11,USA,Consumer,Laptop,4141.24,643.22,0.14,6,2023,4,9
1465,2023-04-10,2023-04-12,USA,Corporate,Accessories,1532.68,-130.32,0.32,2,2023,4,10
1466,2023-04-11,2023-04-13,USA,Home Office,Accessories,2275.21,-380.83,0.17,1,2023,4,11
1467,2023-04-12,2023-04-14,USA,Consumer,Accessories,207.38,708.72,0.5,1,2023,4,12
1468,2023-04-13,2023-04-15,UK,Consumer,Accessories,1575.13,1027.38,0.13,9,2023,4,13
1469,2023-04-14,2023-04-16,India,Consumer,Phone,2562.89,546.8,0.14,4,2023,4,14
1470,2023-04-15,2023-04-17,Canada,Corporate,Printer,375.26,-46.45,0.47,5,2023,4,15
1471,2023-04-16,2023-04-18,USA,Corporate,Printer,2506.37,833.04,0.01,3,2023,4,16
1472,2023-04-17,2023-04-19,Australia,Corporate,Phone,4642.84,-339.79,0.35,4,2023,4,17
1473,2023-04-18,2023-04-20,USA,Corporate,Tablet,616.43,383.67,0.36,8,2023,4,18
1474,2023-04-19,2023-04-21,Australia,Home Office,Tablet,3845.76,-173.27,0.42,4,2023,4,19
1475,2023-04-20,2023-04-22,UK,Home Office,Accessories,2107.39,-131.08,0.49,9,2023,4,20
1476,2023-04-21,2023-04-23,Australia,Corporate,Laptop,3310.35,-95.41,0.49,9,2023,4,21
1477,2023-04-22,2023-04-24,Canada,Home Office,Tablet,1375.16,273.41,0.03,6,2023,4,22
1478,2023-04-23,2023-04-25,India,Consumer,Laptop,881.51,-397.7,0.41,2,2023,4,23
1479,2023-04-24,2023-04-26,Australia,Consumer,Printer,886.27,295.59,0.32,7,2023,4,24
1480,2023-04-25,2023-04-27,Australia,Consumer,Laptop,445.41,523.41,0.32,9,2023,4,25
1481,2023-04-26,2023-04-28,India,Corporate,Printer,1009.67,466.59,0.06,6,2023,4,26
1482,2023-04-27,2023-04-29,Canada,Consumer,Phone,3354.67,265.57,0.33,3,2023,4,27
1483,2023-04-28,2023-04-30,USA,Home Office,Phone,4420.28,1178.29,0.49,7,2023,4,28
1484,2023-04-29,2023-05-01,Australia,Corporate,Accessories,4089.22,-209.35,0.46,5,2023,4,29
1485,2023-04-30,2023-05-02,India,Home Office,Tablet,3457.16,511.39,0.22,1,2023,4,30
1486,2023-05-01,2023-05-03,UK,Consumer,Accessories,641.12,-375.92,0.02,3,2023,5,1
1487,2023-05-02,2023-05-04,India,Consumer,Printer,1517.02,-357.69,0.18,5,2023,5,2
1488,2023-05-03,2023-05-05,UK,Consumer,Accessories,1618.05,647.73,0.41,7,2023,5,3
1489,2023-05-04,2023-05-06,Canada,Corporate,Laptop,1324.79,632.04,0.35,3,2023,5,4
1490,2023-05-05,2023-05-07,USA,Home Office,Printer,2623.53,1256.07,0.23,6,2023,5,5
1491,2023-05-06,2023-05-08,India,Corporate,Phone,2724.21,615.75,0.03,5,2023,5,6
1492,2023-05-07,2023-05-09,Australia,Corporate,Tablet,1848.74,1419.58,0.21,1,2023,5,7
1493,2023-05-08,2023-05-10,Canada,Consumer,Printer,1833.57,-402.61,0.23,6,2023,5,8
1494,2023-05-09,2023-05-11,India,Corporate,Printer,4159.92,-303.98,0.46,8,2023,5,9
1495,2023-05-10,2023-05-12,Australia,Corporate,Laptop,3967.53,-411.87,0.32,1,2023,5,10
1496,2023-05-11,2023-05-13,India,Consumer,Tablet,1608.2,-129.45,0.16,2,2023,5,11
1497,2023-05-12,2023-05-14,UK,Corporate,Phone,4577.56,582.54,0.26,4,2023,5,12
1498,2023-05-13,2023-05-15,India,Consumer,Printer,4768.79,791.14,0.03,2,2023,5,13
1499,2023-05-14,2023-05-16,India,Consumer,Printer,1701.04,-408.83,0.49,9,2023,5,14
1500,2023-05-15,2023-05-17,India,Consumer,Laptop,1836.68,1391.94,0.18,8,2023,5,15
1501,2023-05-16,2023-05-18,Canada,Consumer,Accessories,2577.61,1184.33,0.24,8,2023,5,16
1502,2023-05-17,2023-05-19,India,Corporate,Phone,4711.49,93.22,0.18,4,2023,5,17
1503,2023-05-18,2023-05-20,Australia,Consumer,Tablet,4393.97,-345.62,0.34,5,2023,5,18
1504,2023-05-19,2023-05-21,UK,Consumer,Printer,602.58,-160.23,0.33,4,2023,5,19
1505,2023-05-20,2023-05-22,UK,Corporate,Printer,2024.38,-246.11,0.36,9,2023,5,20
1506,2023-05-21,2023-05-23,India,Corporate,Phone,2811.52,-253.43,0.13,2,2023,5,21
1507,2023-05-22,2023-05-24,Canada,Home Office,Accessories,2565.35,537.12,0.16,8,2023,5,22
1508,2023-05-23,2023-05-25,Canada,Corporate,Printer,1049.93,-8.31,0.06,2,2023,5,23
1509,2023-05-24,2023-05-26,Australia,Corporate,Phone,4308.2,216.28,0.33,1,2023,5,24
1510,2023-05-25,2023-05-27,India,Home Office,Laptop,3417.01,1479.01,0.02,3,2023,5,25
1511,2023-05-26,2023-05-28,UK,Corporate,Accessories,4205.75,868.63,0.3,9,2023,5,26
1512,2023-05-27,2023-05-29,Canada,Corporate,Tablet,4307.94,1397.96,0.43,3,2023,5,27
1513,2023-05-28,2023-05-30,India,Corporate,Printer,3766.94,-214.89,0.45,9,2023,5,28
1514,2023-05-29,2023-05-31,Canada,Corporate,Phone,2252.13,264.28,0.22,7,2023,5,29
1515,2023-05-30,2023-06-01,Canada,Home Office,Laptop,3091.68,609.46,0.23,1,2023,5,30
1516,2023-05-31,2023-06-02,UK,Corporate,Tablet,885.79,-346.48,0.04,5,2023,5,31
1517,2023-06-01,2023-06-03,USA,Corporate,Phone,3400.86,-491.63,0.34,9,2023,6,1
1518,2023-06-02,2023-06-04,Australia,Home Office,Phone,978.34,840.87,0.41,3,2023,6,2
1519,2023-06-03,2023-06-05,Australia,Consumer,Tablet,3500.35,783.64,0.12,9,2023,6,3
1520,2023-06-04,2023-06-06,UK,Home Office,Laptop,1225.03,321.58,0.21,5,2023,6,4
1521,2023-06-05,2023-06-07,Canada,Consumer,Laptop,676.0,479.29,0.42,9,2023,6,5
1522,2023-06-06,2023-06-08,India,Home Office,Accessories,909.89,330.89,0.44,6,2023,6,6
1523,2023-06-07,2023-06-09,Canada,Home Office,Printer,109.76,-451.99,0.12,9,2023,6,7
1524,2023-06-08,2023-06-10,UK,Corporate,Tablet,3621.82,170.74,0.28,7,2023,6,8
1525,2023-06-09,2023-06-11,Australia,Consumer,Tablet,3688.77,-145.84,0.1,7,2023,6,9
1526,2023-06-10,2023-06-12,Canada,Corporate,Tablet,2623.17,-303.15,0.05,8,2023,6,10
1527,2023-06-11,2023-06-13,Australia,Consumer,Laptop,890.68,1413.44,0.46,7,2023,6,11
1528,2023-06-12,2023-06-14,India,Home Office,Printer,509.42,698.72,0.41,9,2023,6,12
1529,2023-06-13,2023-06-15,Australia,Home Office,Accessories,193.73,957.31,0.38,9,2023,6,13
1530,2023-06-14,2023-06-16,Australia,Consumer,Phone,912.17,130.73,0.02,6,2023,6,14
1531,2023-06-15,2023-06-17,USA,Corporate,Phone,4465.19,286.29,0.42,7,2023,6,15
1532,2023-06-16,2023-06-18,USA,Corporate,Tablet,1283.53,-26.15,0.22,2,2023,6,16
1533,2023-06-17,2023-06-19,USA,Corporate,Printer,1835.93,-306.07,0.17,9,2023,6,17
